티커,BPS,PER,PBR,EPS,DIV,DPS
004310,3144,0.0,1.3,0,0.73,30
017800,28992,22.3,1.48,1924,1.17,500
307950,53924,36.69,2.83,4154,0.75,1140
011210,124563,23.18,0.46,2463,1.23,700
004020,142260,4.41,0.24,7736,2.93,1000
005440,20860,5.49,0.17,640,5.97,210
005380,407147,6.53,0.46,28521,3.76,7000
005387,0,0.0,0.0,0,6.8,7100
005389,0,0.0,0.0,0,6.95,7050
005385,0,0.0,0.0,0,6.93,7050
001500,38617,3.18,0.22,2654,6.51,550
011760,36053,3.13,0.57,6554,2.93,600
227840,25341,2.89,0.43,3810,4.55,500
126560,6836,0.0,0.43,0,3.06,90
001450,53896,3.99,0.53,7099,6.94,1965
057050,171103,5.56,0.24,7541,6.21,2600
093240,2200,5.81,0.69,262,0.0,0
003010,10052,0.0,0.59,0,1.0,60
111110,14510,2.78,0.56,2932,3.68,300
008770,14543,0.0,6.04,0,0.23,200
008775,0,0.0,0.0,0,0.47,250
002460,39046,4.57,0.26,2229,4.91,500
378850,4879,6.28,0.86,668,1.19,50
241590,8870,0.0,0.92,0,0.55,45
006060,6884,204.41,0.5,17,5.41,188
013520,3752,26.63,0.45,63,2.98,50
010690,10839,5.94,1.23,2254,0.75,100
133820,2628,0.0,0.67,0,0.0,0
010660,6506,18.61,0.51,180,0.9,30
000850,156939,2.05,0.22,17039,7.17,2500
016580,21845,9.56,0.69,1567,2.0,300
032560,19636,3.28,0.4,2380,2.56,200
004800,128334,77.86,0.48,786,7.35,4500
094280,5956,9.7,2.04,1254,6.17,750
298040,104660,169.55,1.78,1097,0.0,0
298050,158341,14.9,2.64,28053,3.59,15000
298020,283313,118.95,1.13,2686,3.13,10000
298000,36068,0.0,2.65,0,0.0,0
093370,3882,11.27,3.04,1047,0.17,20
081660,31226,6.35,1.16,5720,4.35,1580
005870,11026,7.64,0.49,707,0.0,0
079980,11585,0.0,0.56,0,0.0,0
005010,16181,0.87,0.31,5675,7.05,350
000540,11208,1.34,0.26,2142,0.0,0
000545,0,0.0,0.0,0,0.0,0
003280,544,20.01,3.46,94,0.0,0
